Customer,SP,Sales_2024,INCI,Sales_Product,Composition,Demand_2025,number_of_beauty_care_products_launched,Category,Sales_Demand_Ratio,Category_Sales_Ratio,Log_Sales_2024
Customer SA,30476426.0,216.0,buteth-3,CIBAFAST H LIQUID,Buteth-3 (and) Sodium Benzotriazolyl Butylphenol Sulfonate (and) Tributyl Citrate,270.0,11.0,Surfactant,0.7970479704797048,3950.2738697489426,5.37989735354046
Customer SA,30476426.0,216.0,sodium benzotriazolyl butylphenol sulfonate,CIBAFAST H LIQUID,Buteth-3 (and) Sodium Benzotriazolyl Butylphenol Sulfonate (and) Tributyl Citrate,390.0,11.0,UV Filter,0.5524296675191815,266.7854387926095,5.37989735354046
Customer SA,30476426.0,216.0,tributyl citrate,CIBAFAST H LIQUID,Buteth-3 (and) Sodium Benzotriazolyl Butylphenol Sulfonate (and) Tributyl Citrate,222.0,11.0,Emollient,0.968609865470852,2550.1008357178252,5.37989735354046
Customer EMEA,30583738.0,218.75,coco caprylate/caprate,CETIOL C 5C,Coco-Caprylate/Caprate,,,Emollient,,2518.0424252116586,5.392490536565286
Customer EMEA,30583738.0,218.75,coco-caprylate/caprate,CETIOL C 5C,Coco-Caprylate/Caprate,512.0,42.0,Emollient,0.4264132553606238,2518.0424252116586,5.392490536565286
Customer EMEA,30528377.0,220.0,coco glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,,,Surfactant,,3878.45070848078,5.3981627015177525
Customer EMEA,30528377.0,220.0,coco- glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,,,Surfactant,,3878.45070848078,5.3981627015177525
Customer EMEA,30528377.0,220.0,cocoa-glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,,,Surfactant,,3878.45070848078,5.3981627015177525
Customer EMEA,30528377.0,220.0,coco-glucoside,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,1906.0,55.0,Surfactant,0.11536444677503933,3878.45070848078,5.3981627015177525
Customer EMEA,30528377.0,220.0,glyceryl oleate,LAMESOFT PO 65,Coco-Glucoside (and) Glyceryl Oleate,337.0,8.0,Emollient,0.650887573964497,2503.7353659775013,5.3981627015177525
Customer SA,30537018.0,225.0,polyquaternium-7,DEHYQUART CC 7 BZ,Polyquaternium-7,252.0,8.0,Hair Conditioner,0.8893280632411067,113.59083997422333,5.420534999272286
Customer Asia,30164505.0,270.0,polaxamer 407,PLURACARE F127 NF PRILL SURF.,Poloxamer 407,,,,,,5.602118820879701
Customer Asia,30164505.0,270.0,poloxamer 407,PLURACARE F127 NF PRILL SURF.,Poloxamer 407,259.0,1.0,Surfactant,1.0384615384615385,3160.219095799154,5.602118820879701
Customer Asia,30164505.0,270.0,poloxamer 407,PLURACARE F127 NF PRILL SURFACTANT,Poloxamer 407,259.0,1.0,Surfactant,1.0384615384615385,3160.219095799154,5.602118820879701
Customer NA,30366561.0,273.4375,poloxamer 188,PLURACARE F 68 G,Poloxamer 188,257.0,41.0,Surfactant,1.0598352713178294,3120.4906271662503,5.614723548321936
Customer EMEA,30740172.0,275.0,glycerin,HYDAGEN AQUAPORIN,Glycerin (and) Glyceryl Glucoside,279.0,14.0,Humectant,0.9821428571428571,189.44990372606873,5.62040086571715
Customer EMEA,30740172.0,275.0,glyceryl glucoside,HYDAGEN AQUAPORIN,Glycerin (and) Glyceryl Glucoside,247.0,4.0,Humectant,1.1088709677419355,189.44990372606873,5.62040086571715
Customer Asia,30537919.0,278.125,hydrolyzed keratin,NUTRILAN KERATIN W PP,Hydrolyzed Keratin,175.0,8.0,Hair Conditioner,1.5802556818181819,91.89371323757393,5.631659710160322
Customer Asia,30535468.0,278.6,dicaprylyl carbonate,COSMEDIA GEL CC,Dicaprylyl Carbonate (and) Propylene Carbonate (and) Stearalkonium Hectorite,2226.0,214.0,Emollient,0.12510103277952403,1977.1061755744804,5.633360010359655
Customer Asia,30535468.0,278.6,propylene carbonate,COSMEDIA GEL CC,Dicaprylyl Carbonate (and) Propylene Carbonate (and) Stearalkonium Hectorite,518.0,10.0,Solvent,0.5368015414258189,137.1632683013591,5.633360010359655
Customer Asia,30535468.0,278.6,stearalkonium hectorite,COSMEDIA GEL CC,Dicaprylyl Carbonate (and) Propylene Carbonate (and) Stearalkonium Hectorite,403.0,10.0,Rheology Modifier,0.6896039603960397,6.953996341284343,5.633360010359655
Customer Asia,30533718.0,281.2,cocamidopropyl betaine,EUPERLAN OP WHITE,Cocamidopropyl Betaine (and) Glyceryl Oleate (and) Glycol Distearate (and) Sodium Laureth Sulfate,21179.0,988.0,Surfactant,0.013276676109537299,3034.3497719266416,5.642616039418714
Customer Asia,30533718.0,281.2,glyceryl oleate,EUPERLAN OP WHITE,Cocamidopropyl Betaine (and) Glyceryl Oleate (and) Glycol Distearate (and) Sodium Laureth Sulfate,1828.0,107.0,Emollient,0.1537452159650082,1958.8256775072912,5.642616039418714
Customer Asia,30533718.0,281.2,glycol distearate,EUPERLAN OP WHITE,Cocamidopropyl Betaine (and) Glyceryl Oleate (and) Glycol Distearate (and) Sodium Laureth Sulfate,16086.0,348.0,Emollient,0.01747995275688444,1958.8256775072912,5.642616039418714
Customer Asia,30533718.0,281.2,sodium laureth sulfate,EUPERLAN OP WHITE,Cocamidopropyl Betaine (and) Glyceryl Oleate (and) Glycol Distearate (and) Sodium Laureth Sulfate,110254.85291100653,907.0,Surfactant,0.0025504314970650286,3034.3497719266416,5.642616039418714
Customer SA,30531250.0,284.375,sodium polyacrylate,COSMEDIA SP,Sodium Polyacrylate,486.0,26.0,Rheology Modifier,0.5839322381930184,6.812776723276723,5.65380410484996
Customer EMEA,30536739.0,300.0,polyquaternium-6,DEHYQUART CC 6,Polyquaternium-6,531.0,7.0,Hair Conditioner,0.5639097744360902,85.19312998066749,5.707110264748875
Customer Asia,30034753.0,301.0,polyquaternium-16,LUVIQUAT HM 552,Polyquaternium-16,2735.0,9.0,Hair Conditioning,0.11001461988304094,16.688057352684037,5.71042701737487
Customer NA,30527862.0,302.5,hydrogenated castor oil,CUTINA HR POWDER,Hydrogenated Castor Oil,263.0,82.0,Emollient,1.1458333333333333,1820.8984479836372,5.715381610499553
Customer SA,30499500.0,328.75,tocopheryl acetate,VITAMIN E-ACETATE CARE,Tocopheryl Acetate,466.0,109.0,Antioxidant,0.7039614561027837,9.83854760026623,5.798334791597424
Customer NA,30282077.0,330.0,vp/methacrylamide/vinyl imidazole copolymer,LUVISET CLEAR E,VP/Methacrylamide/Vinyl Imidazole Copolymer,386.0,1.0,Film Former,0.8527131782945736,80.91472051563923,5.802118375377063
Customer Asia,30527938.0,347.5,ceteareth-20,EUMULGIN B 2 GS,Ceteareth-20,836.0,39.0,Emulsifier,0.41517323775388293,268.6050614541687,5.853638230200579
Customer Asia,30527938.0,347.5,ceteareth–20,EUMULGIN B 2 GS,Ceteareth-20,,,Emulsifier,,268.6050614541687,5.853638230200579
Customer NA,30620542.0,360.0,polyquaternium-46,LUVIQUAT HOLD AT 3,Polyquaternium-46,442.0,6.0,Hair Conditioning,0.8126410835214447,13.953070175438597,5.8888779583328805
Customer NA,30314756.0,365.0,caffeine,CAFFEINE POWDER,Caffeine,594.0,38.0,Actives,0.6134453781512605,26.50454966494693,5.902633333401366
Customer Asia,30534100.0,375.0,stearamidopropyl dimethylamine,DEHYQUART S18,Stearamidopropyl Dimethylamine,442.0,23.0,Hair Conditioner,0.8465011286681715,68.154503984534,5.929589143389895
Customer NA,30055079.0,400.0,ethylhexyl methoxycinnamate,UVINUL MC 80,Ethylhexyl Methoxycinnamate,640.0,34.0,UV Filter,0.62402496099844,144.06413694800912,5.993961427306569
Customer NA,30536738.0,400.0,acrylate copolymer,RHEOCARE TTA,Acrylates Copolymer,664.0,1.0,Film Former,0.6015037593984962,66.75464442540236,5.993961427306569
Customer NA,30536738.0,400.0,acrylates copolymer,RHEOCARE TTA,Acrylates Copolymer,652.0,101.0,Film Former,0.6125574272588055,66.75464442540236,5.993961427306569
Customer Asia,30543528.0,400.3,guar hydroxyl propyl triammonium chloride,DEHYQUART GUAR HP,Guar Hydroxypropyltrimonium Chloride,,,Hair Conditioner,,63.846962263802766,5.994709277272871
Customer Asia,30543528.0,400.3,guar hydroxypropyltrimonium chloride,DEHYQUART GUAR HP,Guar Hydroxypropyltrimonium Chloride,654.0,109.0,Hair Conditioner,0.611145038167939,63.846962263802766,5.994709277272871
Customer NA,30035142.0,420.0,panthenol,D-PANTHENOL 50 P,Panthenol (and) Propylene Glycol,307.0,157.0,Actives,1.3636363636363635,23.033715780251498,6.042632833682381
Customer NA,30035142.0,420.0,propylene glycol,D-PANTHENOL 50 P,Panthenol (and) Propylene Glycol,399.0,46.0,Solvent,1.05,90.98496797323487,6.042632833682381
Customer Asia,30645675.0,450.0,cocamide mea,COMPERLAN 100 NA,Cocamide MEA,1702.0,35.0,Surfactant,0.26423957721667646,1896.1314574794924,6.111467339502679
Customer EMEA,30527873.0,450.0,glyceryl stearate se,CUTINA GMS-SE,Glyceryl Stearate SE,724.0,29.0,Emulsifier,0.6206896551724138,207.42279745627474,6.111467339502679
Customer EMEA,30527812.0,454.2,glyceryl stearate,CUTINA GMS V,Glyceryl Stearate,460.0,171.0,Emollient,0.9852494577006508,1212.729591622744,6.120736882812121
Customer SA,30070776.0,472.5,panthenol,D-PANTHENOL 75 W,Panthenol,642.0,9.0,Actives,0.7348367029548989,20.47441402689022,6.160151912626133
Customer NA,30170755.0,475.25,peg-32,PLURACARE E 1500 FL.,PEG-32,898.0,66.0,Solvent,0.528642936596218,80.40754665704081,6.165942926440911
Customer NA,30170755.0,475.25,peg-32,PLURACARE E 1500 FLAKES,PEG-32,898.0,66.0,Solvent,0.528642936596218,80.40754665704081,6.165942926440911
Customer Asia,30532116.0,492.0,cocamide mea,EUPERLAN PK 771,Cocamide MEA (and) Glycol Distearate (and) Laureth-10 (and) Sodium Laureth Sulfate,1702.0,35.0,Surfactant,0.2889019377568996,1734.2665769629505,6.20050917404269
Customer Asia,30532116.0,492.0,glycol distearate,EUPERLAN PK 771,Cocamide MEA (and) Glycol Distearate (and) Laureth-10 (and) Sodium Laureth Sulfate,16086.0,348.0,Emollient,0.030583701125132094,1119.5564644614842,6.20050917404269
Customer Asia,30532116.0,492.0,laureth-10,EUPERLAN PK 771,Cocamide MEA (and) Glycol Distearate (and) Laureth-10 (and) Sodium Laureth Sulfate,938.0,1.0,Surfactant,0.5239616613418531,1734.2665769629505,6.20050917404269
Customer Asia,30532116.0,492.0,sodium laureth sulfate,EUPERLAN PK 771,Cocamide MEA (and) Glycol Distearate (and) Laureth-10 (and) Sodium Laureth Sulfate,110254.85291100653,907.0,Surfactant,0.00446234813853483,1734.2665769629505,6.20050917404269
Customer EMEA,30720312.0,500.0,coco-glucoside,EUPERLAN PK 1200 UP,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,1906.0,55.0,Surfactant,0.26219192448872575,1706.5183117315432,6.2166061010848646
Customer EMEA,30720312.0,500.0,glycerin,EUPERLAN PK 1200 UP,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,279.0,14.0,Humectant,1.7857142857142858,104.1974470493378,6.2166061010848646
Customer EMEA,30720312.0,500.0,glycol distearate,EUPERLAN PK 1200 UP,Coco-Glucoside (and) Glycerin (and) Glycol Distearate,310.0,9.0,Emollient,1.607717041800643,1101.6435610301005,6.2166061010848646
Customer NA,30527913.0,502.0,cetearyl alcohol,LANETTE SX,Cetearyl Alcohol (and) Sodium Cetearyl Sulfate (and) Sodium Lauryl Sulfate,3379.0,457.0,Emollient,0.14852071005917158,1097.254542858666,6.220590170099739
Customer NA,30527913.0,502.0,sodium cetearyl sulfate,LANETTE SX,Cetearyl Alcohol (and) Sodium Cetearyl Sulfate (and) Sodium Lauryl Sulfate,2353.0,59.0,Emulsifier,0.21325403568394222,185.93677062813472,6.220590170099739
Customer NA,30527913.0,502.0,sodium lauryl sulfate,LANETTE SX,Cetearyl Alcohol (and) Sodium Cetearyl Sulfate (and) Sodium Lauryl Sulfate,898.0,3.0,Surfactant,0.5583982202447163,1699.7194339955608,6.220590170099739
Customer Asia,30543529.0,528.2703125,guar hydroxyl propyl triammonium chloride,DEHYQUART GUAR TC,Guar Hydroxypropyltrimonium Chloride,,,Hair Conditioner,,48.38041886785044,6.271499289061201
Customer Asia,30543529.0,528.2703125,guar hydroxypropyltrimonium chloride,DEHYQUART GUAR TC,Guar Hydroxypropyltrimonium Chloride,654.0,109.0,Hair Conditioner,0.8065195610687024,48.38041886785044,6.271499289061201
Customer NA,30530336.0,540.0,myristyl alcohol,LANETTE 14,Myristyl Alcohol,820.0,12.0,Emollient,0.6577344701583435,1020.0403342871301,6.293419278846481
Customer EMEA,30530432.0,560.0,stearyl alcohol,LANETTE 18,Stearyl Alcohol,733.0,48.0,Emollient,0.7629427792915532,983.6103223483041,6.329720905522696
Customer Asia,30035134.0,576.0,peg-40 hydrogenate castor oil,CREMOPHOR RH 40,PEG-40 Hydrogenated Castor Oil,,,Emollient,,956.2878133941845,6.3578422665081
Customer Asia,30035134.0,576.0,peg-40 hydrogenated castor oil,CREMOPHOR RH 40,PEG-40 Hydrogenated Castor Oil,7736.0,1108.0,Emollient,0.07444746025591314,956.2878133941845,6.3578422665081
Customer NA,30083072.0,579.0,triethoxycaprylylsilane,Z-COTE HP1,Triethoxycaprylylsilane (nano) (and) Zinc Oxide,839.0,22.0,Other,0.6892857142857143,2.6071963154864712,6.363028103540465
Customer NA,30083072.0,579.0,zinc oxide,Z-COTE HP1,Triethoxycaprylylsilane (nano) (and) Zinc Oxide,723.0,22.0,UV Filter,0.7997237569060773,99.52617405734655,6.363028103540465
Customer SA,30597825.0,602.23125,tridecane,CETIOL ULTIMATE,Tridecane (and) Undecane,861.0,1.0,Solvent,0.6986441415313226,63.45350984154118,6.402300622380986
Customer SA,30597825.0,602.23125,undecane,CETIOL ULTIMATE,Tridecane (and) Undecane,903.0,1.0,Solvent,0.6661850110619469,63.45350984154118,6.402300622380986
Customer Asia,30527973.0,618.51875,isopropyl myristate,ISOPROPYLMYRISTATE,Isopropyl Myristate,692.0,38.0,Emollient,0.8925234487734487,890.5498507766342,6.428942966955006
Customer Asia,30527844.0,665.75,ceteareth-12,EMULGADE SE-PF,Ceteareth-12 (and) Ceteareth-20 (and) Cetearyl Alcohol (and) Cetyl Palmitate (and) Glyceryl Stearate,553.0,2.0,Emulsifier,1.2017148014440433,140.20316763848837,6.502415163062124
Customer Asia,30527844.0,665.75,ceteareth-20,EMULGADE SE-PF,Ceteareth-12 (and) Ceteareth-20 (and) Cetearyl Alcohol (and) Cetyl Palmitate (and) Glyceryl Stearate,836.0,39.0,Emulsifier,0.795400238948626,140.20316763848837,6.502415163062124
Customer Asia,30527844.0,665.75,cetearyl alcohol,EMULGADE SE-PF,Ceteareth-12 (and) Ceteareth-20 (and) Cetearyl Alcohol (and) Cetyl Palmitate (and) Glyceryl Stearate,8935.0,1249.3789624421963,Emollient,0.07450201432408236,827.3703049418705,6.502415163062124
Customer Asia,30527844.0,665.75,cetyl palmitate,EMULGADE SE-PF,Ceteareth-12 (and) Ceteareth-20 (and) Cetearyl Alcohol (and) Cetyl Palmitate (and) Glyceryl Stearate,5094.0,566.0,Emollient,0.13066732090284594,827.3703049418705,6.502415163062124
Customer Asia,30527844.0,665.75,glyceryl stearate,EMULGADE SE-PF,Ceteareth-12 (and) Ceteareth-20 (and) Cetearyl Alcohol (and) Cetyl Palmitate (and) Glyceryl Stearate,7958.0,1249.3789624421963,Emollient,0.08364744314612388,827.3703049418705,6.502415163062124
Customer EMEA,30527976.0,675.0,glyceryl oleate,MONOMULS 90-O 18,Glyceryl Oleate,337.0,8.0,Emollient,1.9970414201183433,816.0322674297041,6.516193076042964
Customer Asia,30528678.0,675.28125,cocamide dea,COMPERLAN KD,Cocamide DEA,4204.0,1.0,Surfactant,0.16059007134363854,1263.5611545052843,6.516609039813896
Customer Asia,30528678.0,675.28125,cocamide-dea,COMPERLAN KD,Cocamide DEA,,,Surfactant,,1263.5611545052843,6.516609039813896
Customer Asia,30530379.0,682.5,cocamidopropyl betaine,EUPERLAN PK 4000,Cocamidopropyl Betaine (and) Glycol Distearate (and) Laureth-4,21179.0,988.0,Surfactant,0.032223796033994334,1250.1965653710938,6.527226656164005
Customer Asia,30530379.0,682.5,glycol distearate,EUPERLAN PK 4000,Cocamidopropyl Betaine (and) Glycol Distearate (and) Laureth-4,16086.0,348.0,Emollient,0.042425561011997265,807.0648798755316,6.527226656164005
Customer Asia,30530379.0,682.5,laureth-4,EUPERLAN PK 4000,Cocamidopropyl Betaine (and) Glycol Distearate (and) Laureth-4,23830.0,293.0,Surfactant,0.02863916747094121,1250.1965653710938,6.527226656164005
Customer NA,30366560.0,682.5,poloxamer 184,PLURACARE L 64 G,Poloxamer 184,682.0,31.0,Surfactant,0.9992679355783309,1250.1965653710938,6.527226656164005
Customer EMEA,30527956.0,700.0,cetyl acohol,LANETTE 16,Cetyl Alcohol,,,Emollient,,786.8882578786432,6.55250788703459
Customer EMEA,30527956.0,700.0,cetyl alcohol,LANETTE 16,Cetyl Alcohol,784.0,40.0,Emollient,0.89171974522293,786.8882578786432,6.55250788703459
Customer SA,30528495.0,701.0,sodium coco-sulfate,SULFOPON 1216 G,Sodium Coco-Sulfate,867.0,1.0,Surfactant,0.8076036866359447,1217.2027901080908,6.553933404025811
Customer SA,30035110.0,750.125,disodium edta,EDETA BD,Disodium EDETA,,,Chelating Agent,,33.247271674201286,6.621572082654092
Customer NA,30795739.0,778.0,xanthan gum,VERDESSENCE XANTHAN,Xanthan Gum,901.0,570.0,Thickener,0.8625277161862528,2.3042557228546943,6.658011045870748
Customer EMEA,30527917.0,780.0,,,,,,,,,6.660575149839686
Customer SA,30527917.0,787.5,,,,,,,,,6.670132406403093
Customer Asia,30531250.0,891.4296875,sodium polyacrylate,COSMEDIA SP,Sodium Polyacrylate,1256.0,223.0,Rheology Modifier,0.7091723846459825,2.1733440201157963,6.793947729037763
Customer Asia,30537467.0,945.6,hydrogenated vegetable glycerides,CUTINA HVG,Hydrogenated Vegetable Glycerides,1588.0,1.0,Emollient,0.5950912523599748,582.5103431842748,6.852876617472147
Customer EMEA,30531263.0,1125.0,c12-15 alkyl benzoate,CETIOL AB,C12-15 Alkyl Benzoate,1170.0,39.0,Emollient,0.9607173356105893,489.6193604578225,7.026426808699636
Customer SA,30527812.0,1200.0,glyceryl stearate,CUTINA GMS V,Glyceryl Stearate,3036.0,15.0,Emollient,0.3951267698386566,459.01815042920856,7.0909098220799835
Customer NA,30527880.0,1221.0,caprylyl ether,CETIOL OE,Dicaprylyl Ether,,,Emollient,,451.12348936531555,7.108244139731541
Customer NA,30527880.0,1221.0,dicaprylyl ether,CETIOL OE,Dicaprylyl Ether,2026.0,42.0,Emollient,0.6023680315737543,451.12348936531555,7.108244139731541
Customer Asia,30570652.0,1230.0,peg-40 hydrogenated castor oil,EUMULGIN CO 455,PEG-40 Hydrogenated Castor Oil (and) Propylene Glycol (and) Water,7736.0,1108.0,Emollient,0.1589763474214812,447.82258578459374,7.115582126184454
Customer Asia,30570652.0,1230.0,propylene glycol,EUMULGIN CO 455,PEG-40 Hydrogenated Castor Oil (and) Propylene Glycol (and) Water,5570.0,1249.3789624421963,Solvent,0.22078621432417878,31.068037844519225,7.115582126184454
Customer NA,30240954.0,1320.0,peg-4,PLURACARE E 200,PEG-4,2323.0,24.0,Solvent,0.5679862306368331,28.94976253693837,7.186144304522325
Customer NA,30240954.0,1320.0,ppg-4,PLURACARE E 200,PEG-4,,,Solvent,,28.94976253693837,7.186144304522325
Customer Asia,30528219.0,1400.0,cetearyl alcohol,LANETTE D,Cetearyl Alcohol,8935.0,1249.3789624421963,Emollient,0.1566696508504924,393.4441289393216,7.244941546337007
Customer EMEA,30527973.0,1400.0,isopropyl myristate,ISOPROPYLMYRISTATE,Isopropyl Myristate,1512.0,16.0,Emollient,0.9253139458030403,393.4441289393216,7.244941546337007
Customer NA,30527889.0,1435.0,ppg-1/peg-9 lauryl glycol ether,EUMULGIN L,PPG-1-PEG-9 Lauryl Glycol Ether,,,Solvent,,26.629746723873623,7.269616749608169
Customer NA,30527889.0,1435.0,ppg-1-peg-9 lauryl glycol ether,EUMULGIN L,PPG-1-PEG-9 Lauryl Glycol Ether,1478.0,36.0,Solvent,0.9702501690331304,26.629746723873623,7.269616749608169
Customer Asia,30527888.0,1470.695,cetearyl alcohol,EMULGADE F,Cetearyl Alcohol (and) PEG-40 Castor Oil (and) Sodium Cetearyl Sulfate,8935.0,1249.3789624421963,Emollient,0.16458090868397493,374.53161975464,7.294170076732754
Customer Asia,30527888.0,1470.695,peg-40 castor oil,EMULGADE F,Cetearyl Alcohol (and) PEG-40 Castor Oil (and) Sodium Cetearyl Sulfate,1882.0,28.0,Emollient,0.7810382368560806,374.53161975464,7.294170076732754
Customer Asia,30527888.0,1470.695,sodium cetearyl sulfate,EMULGADE F,Cetearyl Alcohol (and) PEG-40 Castor Oil (and) Sodium Cetearyl Sulfate,1572.0,643.0,Emulsifier,0.9349618563254927,63.466768334239006,7.294170076732754
Customer SA,30528249.0,1472.25,cetearyl alcohol,LANETTE O,Cetearyl Alcohol,649.0,18.0,Emollient,2.265,374.1360370283921,7.295226123718023
Customer SA,30527973.0,1610.0,isopropyl myristate,ISOPROPYLMYRISTATE,Isopropyl Myristate,2463.0,28.0,Emollient,0.6534090909090909,342.1253295124536,7.384610383176974
Customer Asia,30055082.0,1616.0,octocrylene,UVINUL N 539 T,Octocrylene,2391.0,518.0,UV Filter,0.6755852842809364,35.65943983861612,7.388327859577107
Customer EMEA,30528219.0,1740.0,cetearyl alcohol,LANETTE D,Cetearyl Alcohol,2786.0,233.0,Emollient,0.6243272335844995,316.5642416753163,7.462214939768189
Customer NA,30499500.0,1809.375,tocopheryl acetate,VITAMIN E-ACETATE CARE,Tocopheryl Acetate,1646.0,362.0,Antioxidant,1.0985883424408014,1.7875910320345552,7.50128928512102
Customer Asia,30527863.0,1833.14375,cetearyl alcohol,LANETTE N,Cetearyl Alcohol (and) Sodium Cetearyl Sulfate,8935.0,1249.3789624421963,Emollient,0.20514142233661592,300.47931621022644,7.514333030333689
Customer Asia,30527863.0,1833.14375,sodium cetearyl sulfate,LANETTE N,Cetearyl Alcohol (and) Sodium Cetearyl Sulfate,1572.0,643.0,Emulsifier,1.1653806420851875,50.91813386447387,7.514333030333689
Customer EMEA,30528600.0,1900.0,sodium lauryl sulfate,TEXAPON K 12 G,Sodium Lauryl Sulfate,2855.0,15.0,Surfactant,0.665266106442577,449.08376624514295,7.550135342488429
Customer NA,30175430.0,2176.875,diproopylene glycol,DIPROPYLENE GLYCOL CARE,Dipropylene Glycol,,,Solvent,,17.554377972441525,7.68610490974307
Customer NA,30175430.0,2176.875,dipropylene glycol,DIPROPYLENE GLYCOL CARE,Dipropylene Glycol,4048.0,2.0,Solvent,0.5376327488268708,17.554377972441525,7.68610490974307
Customer EMEA,30527797.0,2330.025,polysorbate 20,EUMULGIN SML 20,Polysorbate-20,2550.0,130.0,Emulsifier,0.9133771070168561,40.059767107787955,7.75406336398897
Customer EMEA,30527797.0,2330.025,polysorbate-20,EUMULGIN SML 20,Polysorbate-20,,,Emulsifier,,40.059767107787955,7.75406336398897
Customer SA,30636288.0,2375.0,cocamide dea,COMPERLAN COD,Cocamide DEA,2968.0,2.0,Surfactant,0.7999326372515999,359.2670129961144,7.773173680482536
Customer Asia,30535944.0,2700.25,cocamide mea,TEXAPON C 135,Cocoamide MEA (and) Sodium Laureth Sulfate,1702.0,35.0,Surfactant,1.585584263065179,315.992651001119,7.901469907821095
Customer Asia,30535944.0,2700.25,sodium laureth sulfate,TEXAPON C 135,Cocoamide MEA (and) Sodium Laureth Sulfate,110254.85291100653,907.0,Surfactant,0.024490763335525762,315.992651001119,7.901469907821095
Customer Asia,30530208.0,2751.8125,caprylyl/capryl glucoside,PLANTACARE 810 UP,Caprylyl/Capryl Glucoside,3714.0,243.0,Surfactant,0.7407301480484523,310.07169124559596,7.920378395304115
Customer EMEA,30530374.0,2805.0,disodium cocoamphodiacetate,DEHYTON DC,Disodium Cocoamphodiacetate,3955.0,34.0,Surfactant,0.7090495449949444,304.1922124298651,7.939515260662406
Customer SA,30528618.0,2998.125,coco-glucoside,LAMESOFT TM BENZ,Coco-Glucoside (and) Glyceryl Oleate (and) Glyceryl Stearate (and) Glycol Distearate,2275.0,9.0,Surfactant,1.3172781195079086,284.59759211699696,8.006075858440585
Customer SA,30528618.0,2998.125,glyceryl oleate,LAMESOFT TM BENZ,Coco-Glucoside (and) Glyceryl Oleate (and) Glyceryl Stearate (and) Glycol Distearate,2629.0,46.0,Emollient,1.1399714828897338,183.72208647573075,8.006075858440585
Customer SA,30528618.0,2998.125,glyceryl stearate,LAMESOFT TM BENZ,Coco-Glucoside (and) Glyceryl Oleate (and) Glyceryl Stearate (and) Glycol Distearate,3036.0,15.0,Emollient,0.9871995390187686,183.72208647573075,8.006075858440585
Customer SA,30528618.0,2998.125,glycol distearate,LAMESOFT TM BENZ,Coco-Glucoside (and) Glyceryl Oleate (and) Glyceryl Stearate (and) Glycol Distearate,6992.0,18.0,Emollient,0.42873230373230375,183.72208647573075,8.006075858440585
Customer SA,30528595.0,3200.0,sodium lauryl sulfate,TEXAPON V 95 G,Sodium Lauryl Sulfate,6016.0,18.0,Surfactant,0.5318264916071131,266.6434862080536,8.071218539969863
Customer SA,30527906.0,3572.0,caprylic/capric glycerides,MYRITOL 318,Caprylic/Capric Triglyceride,,,Emollient,,154.2054256761059,8.181160858023409
Customer SA,30527906.0,3572.0,caprylic/capric triglyceride,MYRITOL 318,Caprylic/Capric Triglyceride,4786.0,27.0,Emollient,0.746187591393357,154.2054256761059,8.181160858023409
Customer NA,30527788.0,3648.0,glycerin,EUMULGIN VL 75,Glycerin (and) Lauryl Glucoside (and) Polyglyceryl-2 Dipolyhydroxystearate,5190.0,101.0,Humectant,0.7027547678674629,14.281448334613186,8.202208436436448
Customer NA,30527788.0,3648.0,glycine,EUMULGIN VL 75,Glycerin (and) Lauryl Glucoside (and) Polyglyceryl-2 Dipolyhydroxystearate,2960.106824925816,86.0,Actives,1.231971764507818,2.6519080668052712,8.202208436436448
Customer NA,30527788.0,3648.0,lauryl glucoside,EUMULGIN VL 75,Glycerin (and) Lauryl Glucoside (and) Polyglyceryl-2 Dipolyhydroxystearate,6703.0,85.0,Surfactant,0.5441527446300716,233.89779491934527,8.202208436436448
Customer NA,30527788.0,3648.0,polyglyceryl-2 dipolyhydroxystearate,EUMULGIN VL 75,Glycerin (and) Lauryl Glucoside (and) Polyglyceryl-2 Dipolyhydroxystearate,4059.0,89.0,Emulsifier,0.8985221674876848,25.586693765165467,8.202208436436448
Customer SA,30527976.0,3665.0,glyceryl oleate,MONOMULS 90-O 18,Glyceryl Oleate,2629.0,46.0,Emollient,1.3935361216730038,150.2924367026058,8.20685642839965
Customer Asia,30481068.0,3736.900390625,bis-ethylhexyloxyphenol methoxyphenyl triazine,TINOSORB S,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,6801.0,578.0,UV Filter,0.5493825919766245,15.420709346112838,8.226279339887578
Customer EMEA,30570063.0,4007.5,peg- 40 hydrogenated castor oil,EUMULGIN CO 40,PEG-40 Hydrogenated Castor Oil,,,Emollient,,137.44773063382414,8.296172385483006
Customer EMEA,30570063.0,4007.5,peg-40 hydrogenate castor oil,EUMULGIN CO 40,PEG-40 Hydrogenated Castor Oil,,,Emollient,,137.44773063382414,8.296172385483006
